t,P,D,u,lambda
40.3000000000003,0.86826542165938,50.0,0.00917250551914557,0.2867727381605233
40.400000000000304,0.8597346305305571,50.0,0.00830566978100584,0.29451819337691376
40.500000000000306,0.8512784699995549,50.0,0.007522380051115944,0.3024828198089264
40.60000000000031,0.8428971852828957,50.0,0.006814536120260624,0.31067208981681593
40.70000000000031,0.8345909234038665,50.0,0.006174826196832907,0.3190916644277593
40.80000000000031,0.8263597434902387,50.0,0.005596650277224574,0.3277473955284723
40.90000000000031,0.8182036260634384,50.0,0.005074050939269008,0.3366453283519813
41.00000000000031,0.8101224814170371,50.0,0.004601650849091356,0.3457917042463532
41.100000000000314,0.8021161571730502,50.0,0.004174596338374392,0.35519296371476883
41.200000000000315,0.7941844450960409,50.0,0.0037885064697916644,0.36485574971772167
41.30000000000032,0.7863270872373375,50.0,0.003439427063685276,0.37478691122936036
41.40000000000032,0.7785437814747167,50.0,0.003123789209442037,0.3849935070410878
41.50000000000032,0.7708341865066209,50.0,0.002838371830892305,0.39548280980649386
41.60000000000032,0.7631979263542947,50.0,0.002580267916842637,0.4062623103225478
41.70000000000032,0.7556345944201005,50.0,0.0023468540659604712,0.4173397220427125
41.800000000000324,0.7481437571456493,50.0,0.0021357630300476963,0.4287229858182753
41.900000000000325,0.7407249573092209,50.0,0.001944858971656596,0.44042027486471075
42.00000000000033,0.7333777169982072,50.0,0.0017722151814083334,0.45243999995030465
42.10000000000033,0.7261015402889612,50.0,0.0016160940276844886,0.4647908148045502
42.20000000000033,0.7188959156634477,50.0,0.0014749289370341702,0.4774816217439704
42.30000000000033,0.7117603181894426,50.0,0.001347308228210145,0.490521577512983
42.40000000000033,0.7046942114887118,50.0,0.0012319606468870997,0.5039200993371632
42.500000000000334,0.6976970495156051,50.0,0.0011277424727101383,0.5176868711857018
42.600000000000335,0.6907682781668442,50.0,0.0010336260966101701,0.531831850238893
42.70000000000034,0.6839073367419873,50.0,0.0009486899961163141,0.5463652735549598
42.80000000000034,0.6771136592731763,50.0,0.000872110072449291,0.5612976649281812
42.90000000000034,0.6703866757424138,50.0,0.0008031523598294936,0.5766398419267542
43.00000000000034,0.663725813204943,50.0,0.000741167181711226,0.5924029230934967
