t,x,y,z
0.01,0.9179244619031339,0.2663399705346038,0.001264186262354602
0.02,0.8679194605346884,0.5117404051909129,0.004657588116206182
0.03,0.8453602114731358,0.744654029075825,0.009842631406158073
0.04,0.8468056229653078,0.9723321561606141,0.016749755532175038
0.05,0.8697866436302651,1.2011314216557525,0.02551483842756989
0.060000000000000005,0.9126412041899827,1.4367659537129098,0.03644928130622319
0.07,0.9743866850904075,1.684516154587204,0.050033316762001505
0.08,1.054622663487452,1.9494031414329553,0.0669272108409418
0.09,1.1534581507680568,2.2363360095504548,0.0879977939343728
0.09999999999999999,1.2714586817407805,2.5502374047664036,0.11435970067868692
0.10999999999999999,1.4096095054326718,2.8961513637006355,0.1474321624599204
0.11999999999999998,1.5692917899908911,3.2793359143460616,0.18901339331940262
0.12999999999999998,1.7522692129544455,3.7053414193071146,0.24137567530907114
0.13999999999999999,1.960682572434867,4.180073963764861,0.3073852570354985
0.15,2.1970501196435657,4.709841085915463,0.3906521511857869
0.16,2.464271158010916,5.301374629676946,0.49571581738070136
0.17,2.765630040004925,5.961822234418449,0.6282734330429295
0.18000000000000002,3.1047969599782808,6.698694682721728,0.7954577617064649
0.19000000000000003,3.485820806998926,7.519750681424211,1.0061711296751794
0.20000000000000004,3.91310769887805,8.4327933183607,1.2714800669460922
0.21000000000000005,4.3913765412453865,9.44534314653361,1.605070732127489
0.22000000000000006,4.92557991263595,10.564141552252387,2.023756776572263
0.23000000000000007,5.520774667591655,11.794425244429842,2.548016580475669
0.24000000000000007,6.181921875241626,13.138899895971651,3.2025127905094113
0.25000000000000006,6.913590301732724,14.596331627497392,4.016510069238252
0.26000000000000006,7.7195322809911096,16.15967578158632,5.024053038404299
0.2700000000000001,8.602096964493834,17.813684725366592,6.263693043460195
0.2800000000000001,9.561446307804259,19.53199801985555,7.777461713097411
0.2900000000000001,10.594548211553208,21.273843570216314,9.608694009960125
0.3000000000000001,11.69394554635022,22.980694557740627,11.798235759257786
0.3100000000000001,12.84634757724212,24.57355202758449,14.378592706028087
0.3200000000000001,14.031169282804326,25.951939736369198,17.365787900231872
0.3300000000000001,15.219256242342588,26.996112161075548,20.749211660038714
0.34000000000000014,16.372165391035562,27.57417219325119,24.480660179290044
0.35000000000000014,17.442486349356724,27.55542554520616,28.4650029809302
0.36000000000000015,18.375713476908686,26.82999055828761,32.55613197501415
0.37000000000000016,19.11402496827315,25.33231310199985,36.562281140945984
0.38000000000000017,19.601927242399885,23.06333386436886,40.26354005539782
0.3900000000000002,19.79311373842961,20.104003097852836,43.44093316931685
0.4000000000000002,19.657255206359782,16.61341957884459,45.91157456657469
0.4100000000000002,19.185094145121266,12.809011717735224,47.56041305840948
0.4200000000000002,18.390431405363707,8.932668204269993,48.35865369971496
0.4300000000000002,17.308392245312966,5.21233206021829,48.36314033305205
0.4400000000000002,15.990436029008919,1.830078712900054,47.697956024459614
0.45000000000000023,14.49744913136155,-1.095660058145413,46.52551742295306
0.46000000000000024,12.892579243173508,-3.512065240244108,45.01658106416222
0.47000000000000025,11.23519693818298,-5.421709839441631,43.326599441533624
0.48000000000000026,9.576751712074723,-6.86618212291356,41.581774220858534
0.49000000000000027,7.958646528762501,-7.909118788180803,39.87436270431358
0.5000000000000002,6.411805621071084,-8.622180908463763,38.264642869693354
0.5100000000000002,4.957413743511645,-9.075321801570611,36.78648225151679
0.5200000000000002,3.6083071883391424,-9.331158692497661,35.45403850121521
0.5300000000000002,2.370605860473555,-9.4425188979974,34.268042186808145
0.5400000000000003,1.2453139909688344,-9.45208190436374,33.22093331885574
0.5500000000000003,0.2297392394081711,-9.39320177200228,32.30067881079224
0.5600000000000003,-0.6813311658371936,-9.291257401396006,31.49339715467049
0.5700000000000003,-1.4947029895605217,-9.165124866743517,30.7850333849607
0.5800000000000003,-2.2180723815341956,-9.02855252615392,30.162339379239985
0.5900000000000003,-2.859512039227868,-8.891342529978834,29.61337844601363
0.6000000000000003,-3.4271081717353917,-8.760314530459583,29.127722824245442
0.6100000000000003,-3.928713629460091,-8.640064726901949,28.69646493881113
0.6200000000000003,-4.3717880033311,-8.533549221444384,28.312124395095143
0.6300000000000003,-4.763301285604525,-8.442524502192304,27.9685037496965
0.6400000000000003,-5.109682963049682,-8.367875764623372,27.660525768523065
0.6500000000000004,-5.416802852304835,-8.309859264910845,27.38407123361557
0.6600000000000004,-5.689973538452237,-8.268279861837634,27.135827533385505
0.6700000000000004,-5.9339670258505715,-8.242620248314457,26.913152767965776
0.6800000000000004,-6.1530402875898265,-8.232134445625661,26.713956808411478
0.6900000000000004,-6.350965944119709,-8.235914993766814,26.536598882167297
0.7000000000000004,-6.531065435585251,-8.252940848763188,26.37980028690764
0.7100000000000004,-6.696242877920033,-8.282111174390911,26.24257041127897
0.7200000000000004,-6.849018390112028,-8.322268867425388,26.12414413971384
0.7300000000000004,-6.9915601106944605,-8.372216671492382,26.023928798139924
0.7400000000000004,-7.125714431352867,-8.43072802295234,25.941458971274443
0.7500000000000004,-7.253034198341233,-8.496554260417678,25.87635773834242
0.7600000000000005,-7.374804792645612,-8.568429461777994,25.828303102514624
0.7700000000000005,-7.492068115063261,-8.645073907026685,25.7969986137164
0.7800000000000005,-7.605644584996572,-8.725196970467127,25.78214739644221
0.7900000000000005,-7.716153320462098,-8.807500098811417,25.78342899022284
0.8000000000000005,-7.824030707522642,-8.890680415021693,25.80047858928231
0.8100000000000005,-7.929547594018908,-8.973435388631021,25.832868429570436
0.8200000000000005,-8.032825357626708,-9.054468922142567,25.880091215786916
0.8300000000000005,-8.13385110339295,-9.132499112904195,25.941545607842723
0.8400000000000005,-8.232492241796889,-9.206267855647951,26.016523894364575
0.8500000000000005,-8.328510685377227,-9.27455234960781,26.104202068483755
0.8600000000000005,-8.42157688016029,-9.33617846454239,26.203632585700593
0.8700000000000006,-8.511283857580608,-9.390035802695342,26.313740122042603
0.8800000000000006,-8.597161453506311,-9.435094171217296,26.433320659893297
0.8900000000000006,-8.678690793880818,-9.470421056222344,26.561044206001068
0.9000000000000006,-8.755319092335931,-9.49519957158837,26.69546138948614
0.9100000000000006,-8.826474745451725,-9.508746250426602,26.83501409692429
0.9200000000000006,-8.891582648295321,-9.510527963396298,26.978050178718107
0.9300000000000006,-8.950079589251159,-9.500177194528984,27.122842110478942
0.9400000000000006,-9.001429522295203,-9.477504890104727,27.267609322357128
0.9500000000000006,-9.045138460486584,-9.442510125873577,27.41054372823133
0.9600000000000006,-9.080768690414224,-9.395385916329474,27.54983780774416
0.9700000000000006,-9.107951977331313,-9.336520617028464,27.68371443115927
0.9800000000000006,-9.126401417894165,-9.266494543113303,27.810457484021356
0.9900000000000007,-9.135921604059607,-9.186071635899042,27.92844225863376
1.0000000000000007,-9.13641678883954,-9.096186242174861,28.036164542867635
1.0100000000000007,-9.127896791871747,-8.997925312193207,28.132267360316057
1.0200000000000007,-9.110480448203868,-8.892506554730891,28.21556440092975
1.0300000000000007,-9.084396483870744,-8.781253293574313,28.285059324249573
1.0400000000000007,-9.049981792067227,-8.665566933455978,28.339960309161803
1.0500000000000007,-9.007677178363805,-8.546898052406846,28.379689451256482
1.0600000000000007,-8.958020736437033,-8.426717183982097,28.4038868547562
1.0700000000000007,-8.90163910125116,-8.306486334676917,28.41240951260047
1.0800000000000007,-8.839236899223566,-8.187632202513905,28.405325298096475
1.0900000000000007,-8.771584770411131,-8.071521930768323,28.382902589293227
1.1000000000000008,-8.699506373357893,-7.959442058568533,28.345596201256587
1.1100000000000008,-8.623864797722335,-7.852581132581838,28.29403040459993
1.1200000000000008,-8.54554880351789,-7.752016236875471,28.228979858666673
1.1300000000000008,-8.465459280549341,-7.658703496239005,28.15134928691672
1.1400000000000008,-8.384496280361528,-7.573472424568657,28.06215267637909
1.1500000000000008,-8.303546919482933,-7.497023834122101,27.962492701256657
1.1600000000000008,-8.223474391099687,-7.429930899845945,27.853540963177462
1.1700000000000008,-8.145108256722361,-7.372642888342434,27.73651951779059
1.1800000000000008,-8.06923612380495,-7.325491012999881,27.612684029348284
1.1900000000000008,-7.996596753003422,-7.28869586242291,27.48330877012987
1.2000000000000008,-7.927874582486367,-7.262375863798477,27.34967356670731
1.2100000000000009,-7.863695608334693,-7.246556280394125,27.213052694738806
1.2200000000000009,-7.80462452073469,-7.241178296815713,27.074705640833887
1.2300000000000009,-7.751162965831257,-7.246107810977052,26.93586958494155
1.2400000000000009,-7.703748782634296,-7.261143622615249,26.79775340915316
1.2500000000000009,-7.66275605267647,-7.286024780188347,26.661533007253954
1.260000000000001,-7.628495796302797,-7.32043691770649,26.528347651647977
1.270000000000001,-7.601217152441455,-7.364017478093984,26.399297167986045
1.280000000000001,-7.581108887294231,-7.41635977862317,26.275439670509893
1.290000000000001,-7.568301090442583,-7.477015926174541,26.157789620562518
1.300000000000001,-7.56286693332175,-7.5454986355701905,26.047315985028884
1.310000000000001,-7.5648243839273475,-7.621282043466146,25.944940289215165
1.320000000000001,-7.574137792192301,-7.70380164402404,25.851534378857806
1.330000000000001,-7.590719282066911,-7.792453501688381,25.767917728029946
1.340000000000001,-7.614429908455683,-7.886592921731367,25.694854153541367
1.350000000000001,-7.645080559439041,-7.985532781515429,25.63304782221204
1.360000000000001,-7.682432606357253,-8.088541745152089,25.583138465607984
1.370000000000001,-7.7261983261372915,-8.194842601576294,25.54569574810932
1.380000000000001,-7.776041141499927,-8.303610980803931,25.521212769258486
1.390000000000001,-7.831575745172795,-8.4139747146761,25.510098720901738
1.400000000000001,-7.8923681936754075,-8.525014115663465,25.512670764220033
1.410000000000001,-7.957936074259651,-8.63576344883307,25.529145241583482
1.420000000000001,-8.027748864686766,-8.745213866021372,25.559628393056357
1.430000000000001,-8.101228619058398,-8.852318055482952,25.60410680654357
1.440000000000001,-8.177751123105187,-8.955996832529033,25.66243789250028
1.450000000000001,-8.256647668242078,-9.055147854732507,25.734340736485485
1.460000000000001,-8.337207594288499,-9.148656587280138,25.819387742387107
1.470000000000001,-8.418681744934991,-9.235409568760028,25.9169975317377
1.480000000000001,-8.500286966758358,-9.31430993483619,26.0264296052307
1.490000000000001,-8.581211760926703,-9.384295047986944,26.14678129580754
1.500000000000001,-8.660623166047655,-9.444355958556988,26.27698754276276
1.5100000000000011,-8.737674910669396,-9.49355829050776,26.41582398773539
1.5200000000000011,-8.811516825085171,-9.53106401118333,26.56191383166228
1.5300000000000011,-8.881305445360567,-9.556153416784468,26.713738793841614
1.5400000000000011,-8.94621567974371,-9.56824655423705,26.869654379646217
1.5500000000000012,-9.005453341517025,-9.566923216787757,27.02790949462482
1.5600000000000012,-9.058268286389453,-9.551940605900535,27.186670245720574
1.5700000000000012,-9.10396783085183,-9.5232477555254,27.344047554747856
1.5800000000000012,-9.141930075078879,-9.48099587365906,27.49812798809631
1.5900000000000012,-9.171616714578171,-9.425543873583585,27.647006995483586
1.6000000000000012,-9.19258490312305,-9.357458541690647,27.78882356644113
1.6100000000000012,-9.204497729012346,-9.27750901340024,27.92179517283146
1.6200000000000012,-9.207132889569033,-9.186655491002268,28.044251783706564
1.6300000000000012,-9.20038919559704,-9.086032420250724,28.15466772594375
1.6400000000000012,-9.18429060698654,-8.976926625906192,28.25169022558142
1.6500000000000012,-9.158987589625633,-8.860751168503281,28.334163599394245
1.6600000000000013,-9.124755687340786,-8.73901590470038,28.40114826604043
1.6700000000000013,-9.081991314483162,-8.613295894150333,28.451933996989567
1.6800000000000013,-9.031204887904746,-8.485198884588408,28.486047110542472
1.6900000000000013,-8.973011524138887,-8.356333117967623,28.503251605965247
1.7000000000000013,-8.908119621809119,-8.228276635240503,28.50354451702718
1.7100000000000013,-8.837317724930852,-8.10254912376879,28.487146014903903
1.7200000000000013,-8.761460115719581,-7.98058716289136,28.454484993231368
1.7300000000000013,-8.681451613536515,-7.863723497279385,28.406181012131967
1.7400000000000013,-8.598232059417395,-7.753170723505225,28.343023558317995
1.7500000000000013,-8.512760944821025,-7.650009531584528,28.26594959582608
1.7600000000000013,-8.426002601931144,-7.555181416832152,28.176020342576482
1.7700000000000014,-8.338912315312461,-7.469485581445875,28.074398121670026
1.7800000000000014,-8.252423645876057,-7.393579588805171,27.962324015373138
1.7900000000000014,-8.167437183042544,-7.327983221129807,27.841096907167
1.8000000000000014,-8.084810864544071,-7.273084923363588,27.71205434559341
1.8100000000000014,-8.005351929732116,-7.2291501899970205,27.576555513890874
1.8200000000000014,-7.929810504997887,-7.196331261576571,27.435966450306847
1.8300000000000014,-7.8588747614794565,-7.174677536891565,27.291647541675673
1.8400000000000014,-7.793167537198407,-7.164146167686494,27.144943211018138
1.8500000000000014,-7.733244278841491,-7.164612377768402,26.99717363993799
1.8600000000000014,-7.679592132538227,-7.175879130840086,26.849628308013543
1.8700000000000014,-7.632629997556325,-7.197685855655767,26.703561092412397
1.8800000000000014,-7.592709350800739,-7.229716018804534,26.560186648945987
1.8900000000000015,-7.560115652063313,-7.271603411511976,26.420677787673295
1.9000000000000015,-7.535070148723727,-7.322937085448824,26.286163558864736
1.9100000000000015,-7.517731912651819,-7.383264932818496,26.157727775788562
1.9200000000000015,-7.508199960105417,-7.452095957959758,26.03640771694454
1.9300000000000015,-7.50651532630972,-7.528901331946094,25.92319277013109
1.9400000000000015,-7.512662989184219,-7.61311435917876,25.81902280274801
1.9500000000000015,-7.526573560587176,-7.704129516937589,25.72478606622145
1.9600000000000015,-7.548124687899698,-7.801300756476583,25.64131646712002
1.9700000000000015,-7.577142133359562,-7.903939278611376,25.569390063587182
1.9800000000000015,-7.613400522998657,-8.011311018680447,25.509720673685873
1.9900000000000015,-7.6566237811471485,-8.122634095766866,25.46295451294417
2.0000000000000013,-7.706485290097608,-8.237076499216496,25.429663812775907
2.010000000000001,-7.76260783752673,-8.353754301375272,25.41033941054038
2.020000000000001,-7.824563436454501,-8.47173069816733,25.405382346725123
2.0300000000000007,-7.891873123589574,-8.590016187191033,25.41509455577423
2.0400000000000005,-7.964006861437752,-8.707570194456787,25.43966879473193
2.0500000000000003,-8.040383686942537,-8.823304453320507,25.479178017843854
2.06,-8.12037226389738,-8.936088419849579,25.533564474521324
2.07,-8.203292006940568,-9.044756974928289,25.60262888067096
2.0799999999999996,-8.28841495046103,-9.148120612127666,25.686020086309682
2.0899999999999994,-8.374968534921328,-9.24497823945453,25.78322573147647
2.099999999999999,-8.462139474601226,-9.33413263114843,25.893564442452355
2.109999999999999,-8.549078853294189,-9.414408452623627,26.016180164972987
2.1199999999999988,-8.634908566958407,-9.484672649140391,26.150039253563165
2.1299999999999986,-8.71872919400921,-9.543856840697593,26.293930929266665
2.1399999999999983,-8.799629324670004,-9.590981208285983,26.446471675316968
2.149999999999998,-8.87669632114379,-9.625179198875157,26.60611405646371
2.159999999999998,-8.949028411798956,-9.64572222948332,26.7711603197759
2.1699999999999977,-9.015747947564893,-9.652043447290307,26.939780963025434
2.1799999999999975,-9.076015570826376,-9.643759516677019,27.110038245439554
2.1899999999999973,-9.129044970764195,-9.620689368459775,27.279914373401624
2.199999999999997,-9.174117829524642,-9.582868872496018,27.44734383379209
2.209999999999997,-9.210598506411912,-9.530560489580658,27.61024908728563
2.2199999999999966,-9.237947968003722,-9.464257124175067,27.76657859304753
2.2299999999999964,-9.255736455577456,-9.384679631671242,27.914345935930854
2.239999999999996,-9.263654391178262,-9.292767721390144,28.051668687326153
2.249999999999996,-9.261521062001425,-9.189664321645918,28.17680556756269
2.259999999999996,-9.249290689303425,-9.076693813048326,28.288190501725417
2.2699999999999956,-9.227055580269619,-8.955334864708977,28.3844622749583
2.2799999999999954,-9.195046174339303,-8.827188898685677,28.464488692420126
2.289999999999995,-9.153627922646612,-8.693945436893875,28.527384419479908
2.299999999999995,-9.10329507230486,-8.557345733176408,28.572521998954205
